job_id,skill_id
a2c3422a-24f8-4654-8577-3098796a1a5c,31a4aa96-cd37-423a-a1b1-cba21db1dd7d
a2c3422a-24f8-4654-8577-3098796a1a5c,8bac9b17-572a-4b4a-82d7-0437faeed8bd
a2c3422a-24f8-4654-8577-3098796a1a5c,5d6b3f8f-39af-4c7f-b987-b786a41b5429
a2c3422a-24f8-4654-8577-3098796a1a5c,f423b1e5-dc3b-432d-a52c-3120ac82d2bc
a2c3422a-24f8-4654-8577-3098796a1a5c,33353bde-27b0-4f88-afd0-fb80d80b7456
a2c3422a-24f8-4654-8577-3098796a1a5c,eda3e1c8-9b0d-47f7-9598-768e9d58d887
a2c3422a-24f8-4654-8577-3098796a1a5c,8789ed6e-d959-492a-84f7-1d454bfc8e89
a2c3422a-24f8-4654-8577-3098796a1a5c,dd40d75b-742c-4d43-8b00-8b80307eb920
a2c3422a-24f8-4654-8577-3098796a1a5c,63bee78a-a38b-4d6b-bb70-dd1113596007
a2c3422a-24f8-4654-8577-3098796a1a5c,863d97a4-ae9a-4d97-8cff-34a2dd836521
a2c3422a-24f8-4654-8577-3098796a1a5c,eedf74c6-1c49-4c88-a668-61b1909b72c2
a2c3422a-24f8-4654-8577-3098796a1a5c,99c06040-012a-42f0-9c7e-bba3e6d4bb78
a2c3422a-24f8-4654-8577-3098796a1a5c,390e077a-00b5-4e0f-bcbf-8b242cf2eb2e
a2c3422a-24f8-4654-8577-3098796a1a5c,b2ca78c4-a722-4356-a509-b7c92ba7426d
a2c3422a-24f8-4654-8577-3098796a1a5c,66c97d5b-0372-42f0-8fd3-f821f595635a
a2c3422a-24f8-4654-8577-3098796a1a5c,8be19f7c-e346-4ec5-90fb-44a0d3064a39
a2c3422a-24f8-4654-8577-3098796a1a5c,88b2f4b9-9fc2-4847-8bdd-e2a04a382a1f
a2c3422a-24f8-4654-8577-3098796a1a5c,21fe6cab-0d39-4e79-9f12-10d9b065aab4
a2c3422a-24f8-4654-8577-3098796a1a5c,fdb54101-3246-4081-9872-881c156fbd83
a2c3422a-24f8-4654-8577-3098796a1a5c,6ff5e55a-83e0-4232-bcf5-7f1e6f4b9f74
a2c3422a-24f8-4654-8577-3098796a1a5c,6504cfab-66f5-44bd-bef6-e888d65433eb
a2c3422a-24f8-4654-8577-3098796a1a5c,dde60d77-e2bc-4ea7-a4bf-0d6ded72069f
a2c3422a-24f8-4654-8577-3098796a1a5c,9f811092-502a-44be-97ea-ee5d770f8759
a2c3422a-24f8-4654-8577-3098796a1a5c,7dd32a3b-34ac-49ae-b521-6009eeab316b
a2c3422a-24f8-4654-8577-3098796a1a5c,8cc6a7fb-ba9d-4606-8d55-1f6bb2062d97
a2c3422a-24f8-4654-8577-3098796a1a5c,3452c492-0dc1-445f-a1df-d808e967ba8b
042a2611-e3f7-40cd-aa55-18e5c1854b1a,dde60d77-e2bc-4ea7-a4bf-0d6ded72069f
042a2611-e3f7-40cd-aa55-18e5c1854b1a,b24d7e5e-3410-4c2a-99b0-6a8328400a63
042a2611-e3f7-40cd-aa55-18e5c1854b1a,49a980da-b19e-442f-92df-6ff36e22ce40
042a2611-e3f7-40cd-aa55-18e5c1854b1a,4282dce4-73e9-4315-b63d-efe026ba0009
042a2611-e3f7-40cd-aa55-18e5c1854b1a,aefb64ad-3c0c-40f4-a46c-429d8afd92da
042a2611-e3f7-40cd-aa55-18e5c1854b1a,3fe8acee-96d5-4fe3-9cd9-5c542a658bba
042a2611-e3f7-40cd-aa55-18e5c1854b1a,b0cf239b-017d-43eb-9b34-086d44050e20
042a2611-e3f7-40cd-aa55-18e5c1854b1a,ba02a709-c666-4666-8397-2f8e89b6b5ca
042a2611-e3f7-40cd-aa55-18e5c1854b1a,7793f816-079e-4e5a-a16f-551f778a48b4
042a2611-e3f7-40cd-aa55-18e5c1854b1a,9e78a435-3f65-4d7e-a74d-dcd7a9f41548
042a2611-e3f7-40cd-aa55-18e5c1854b1a,7a638420-47e5-4215-a2eb-f91cabdcffd2
042a2611-e3f7-40cd-aa55-18e5c1854b1a,81794d60-9702-45e1-8bfc-d00c120b9898
042a2611-e3f7-40cd-aa55-18e5c1854b1a,4f9e2858-1d56-4c77-a543-c483881b0794
042a2611-e3f7-40cd-aa55-18e5c1854b1a,704c58fd-e7a3-45fa-8177-cf888ffa5218
042a2611-e3f7-40cd-aa55-18e5c1854b1a,59aae8f4-d6f2-4d98-8520-adb9301c340e
042a2611-e3f7-40cd-aa55-18e5c1854b1a,6ed8d505-b6d1-45d5-b3a9-705abfc23906
042a2611-e3f7-40cd-aa55-18e5c1854b1a,376f62dd-c46d-4224-a758-1557d405b56d
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,81251abf-5481-493b-a24e-4dce57c8fe56
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,d116342e-ccd3-4b34-ad7d-8a27db33bbab
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,88a4073a-7bc0-4846-adb0-3a77806695fd
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,6dd78969-e61a-4258-8879-86ed06a0af73
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,387a44a1-743b-47ee-b8b6-7349c8aa0386
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,b8592e6a-f43c-418b-8fde-c4edfc886dbc
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,efe835c7-501f-40b0-af9a-819171384353
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,00e36eb7-fe11-401d-8f6d-88c530ff3296
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,841a8f3c-4559-4c41-8b8f-ee698d126599
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,c9ee6d59-b05b-4252-ae91-00db1a680f0f
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,7de201d7-0e02-4311-ab50-ff42f893e160
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,f5d4ccf3-5792-45c3-93e1-c1ffd5bb1fec
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,fd9cef2d-63cc-4124-8137-dbffa13c4828
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,517bc455-f7a9-4988-8ddd-e73c56e5699c
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,7e87dca8-acc0-43b6-aaa2-8122ab976f52
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,d87bf39a-8776-4548-b5ff-c3542a0e7544
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,3c75610a-d750-4773-8450-ffbdb54ba943
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,e47695f6-1880-49ea-aad3-cd58be9aceb1
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,a6bc1327-1f08-4f50-944c-b50af73f1390
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,b78cb58a-637b-400b-ab13-3d10fd383219
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,9a5f82a2-df2d-41cf-891b-1ea29d4bd47d
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,515cb2e3-cfb9-4c7b-acfc-d7983f7ecf90
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,b39e5500-05ca-4f64-8502-8b7da6ce33a3
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,e59f821d-bfec-4215-aa1e-4a76f1b3541d
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,bbe606c3-a7b0-40b0-94ba-7f9e82b0a5f4
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,984c8758-5b15-4d0c-9ed7-2b7fec069fc2
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,400d80ea-c02a-4b3a-8a2c-746d92075841
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,4c6c4200-8a39-4cd4-8022-94a601bb58c3
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,c9aecd40-9f1b-4079-96a9-0181319f932f
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,12455c04-6025-4212-8554-8f2a439a9a25
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,297d9190-9d8f-47cb-a5fb-b5b7cea6cd67
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,d297353b-731b-4aea-ab2e-114eda88e913
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,05569f46-ddfc-4780-a735-5d387eda8d8a
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,e2dbbe4c-0867-4c00-92c1-fea1dc7bf23f
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,3a551b5a-c6bf-486f-a474-cfbec5bedb1f
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,d3c2aac3-f84e-466f-811e-0167c6b67ec6
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,2ad064d4-16c9-44c5-8e79-9b94760ba225
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,c7247d93-7b35-4b70-8a2c-1fa5d1eb2f0c
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,3a0cc2c6-7226-4187-b066-36ac318ca473
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,6c160a5f-a2a5-46b7-bbbb-f61c484aa685
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,f703977f-5b8b-4e6f-b898-861c41d04fa4
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,2569caaf-8a4f-4ce7-b23e-02dd013f431d
b6d79048-e6fc-48a1-be4c-fb7c3536bb33,cd060e55-30d4-4125-ae60-e64581e2de48
594ce47a-fd86-4b94-a235-e20bfbaf99ef,eab8b912-5672-4907-9c76-a9f803a4e176
594ce47a-fd86-4b94-a235-e20bfbaf99ef,ac1f48b2-b82c-4385-bcd7-dc0a7f503944
594ce47a-fd86-4b94-a235-e20bfbaf99ef,30768a3a-169f-4e2e-a6c1-6e3873c99650
594ce47a-fd86-4b94-a235-e20bfbaf99ef,66c97d5b-0372-42f0-8fd3-f821f595635a
594ce47a-fd86-4b94-a235-e20bfbaf99ef,e7affc71-ff3f-443a-a0c9-9f891c9eab92
594ce47a-fd86-4b94-a235-e20bfbaf99ef,21debcd5-da15-4382-934b-42b767a2ebe5
594ce47a-fd86-4b94-a235-e20bfbaf99ef,80613e34-638d-45c0-90d1-bb0fe879d05c
594ce47a-fd86-4b94-a235-e20bfbaf99ef,c65c43d6-3c2a-4714-b999-f5bda819b72b
594ce47a-fd86-4b94-a235-e20bfbaf99ef,5cefa5b9-cb00-49ce-8651-5170d503b1bb
594ce47a-fd86-4b94-a235-e20bfbaf99ef,acf7a503-9306-48a3-8c1e-a2ef0a4c38b0
594ce47a-fd86-4b94-a235-e20bfbaf99ef,3d73ae28-9953-46dd-9079-182b46d39980
594ce47a-fd86-4b94-a235-e20bfbaf99ef,c14eae1a-06b5-4905-af0a-820f93ed0593
594ce47a-fd86-4b94-a235-e20bfbaf99ef,dc590ddd-3658-4b5a-a032-028b980a5ee1
594ce47a-fd86-4b94-a235-e20bfbaf99ef,9d0cac50-5c8f-4c77-aaa9-d17aa2008679
594ce47a-fd86-4b94-a235-e20bfbaf99ef,da074d60-d918-4aa7-8ecb-5f41164051b6
594ce47a-fd86-4b94-a235-e20bfbaf99ef,b8ca973e-0e1c-4924-aa8d-dc441c95e800
594ce47a-fd86-4b94-a235-e20bfbaf99ef,234902d2-10e6-4bd4-b483-90cc516046c7
594ce47a-fd86-4b94-a235-e20bfbaf99ef,4e5748c0-004f-4256-88f8-82b07b028a96
2ac94a36-44db-47aa-85d7-36fb65e24449,dde60d77-e2bc-4ea7-a4bf-0d6ded72069f
2ac94a36-44db-47aa-85d7-36fb65e24449,87c89ca1-bf1c-42ef-a0da-9e82219d5e76
2ac94a36-44db-47aa-85d7-36fb65e24449,7eddb971-1b92-46f2-ae01-08014f9f9db9
2ac94a36-44db-47aa-85d7-36fb65e24449,df6e11ec-3528-40bf-b596-3f541e270230
2ac94a36-44db-47aa-85d7-36fb65e24449,17129cb2-381e-40ac-8fe4-a81fd4cecd1d
2ac94a36-44db-47aa-85d7-36fb65e24449,cee6c9ca-6077-4983-af5c-9bf0e58bdce4
2ac94a36-44db-47aa-85d7-36fb65e24449,2fb5db57-00ea-4b8e-92d4-f836e16cdb17
2ac94a36-44db-47aa-85d7-36fb65e24449,7c40e07f-27a7-48f3-83a5-e5d1012ef39c
2ac94a36-44db-47aa-85d7-36fb65e24449,4e5748c0-004f-4256-88f8-82b07b028a96
d17e497c-e32e-476e-b6fa-19c1344200a8,1b1b8244-b060-4871-9397-59bcf2ce8ae1
d17e497c-e32e-476e-b6fa-19c1344200a8,8d12872a-2ccc-4f38-be35-2016ef7956bd
d17e497c-e32e-476e-b6fa-19c1344200a8,284286b2-dbaa-4db8-80af-71c9893886af
d17e497c-e32e-476e-b6fa-19c1344200a8,244f6a82-7d59-47ad-9475-c01875353a26
d17e497c-e32e-476e-b6fa-19c1344200a8,5cf27283-99c2-4b7e-af04-dc67dc2e97fe
d17e497c-e32e-476e-b6fa-19c1344200a8,75cf44f6-20d5-40f6-b1a7-ed23b8316464
d17e497c-e32e-476e-b6fa-19c1344200a8,0cb7c880-2063-4390-98c9-fcd125c4b472
